method,split,state_method,predictor,k,policy_kind,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_total_usd,frontier_call_rate,mean_latency_s,confidence_threshold,active_probe_rate,selected_models_json,strategy,budget,labeled_queries,state_accuracy,mean_confidence
relative_kmeans_k16_torch_mlp_active_low_confidence_active_labels_b64,test,relative_kmeans,torch_mlp,16,active_query_state_learning_active_low_confidence,170,0.4470588235294118,0.43568888142114937,0.7316353287183842,0.29594644729723485,0.5955000590039189,0.0398255,0.21176470588235294,1.799121867909151,,0.0,"{""gemini-3.5-flash"": 32, ""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 61, ""qwen3-32b-awq-local"": 41, ""qwen3-4b-local"": 14, ""qwen3-8b-local"": 18}",active_low_confidence,64,64,0.19411764705882353,0.7415844798088074
relative_kmeans_k16_torch_mlp_random_active_labels_b64,test,relative_kmeans,torch_mlp,16,active_query_state_learning_random,170,0.49411764705882355,0.46270060033417026,0.7316353287183842,0.26893472838421395,0.6324197071575116,0.11004449999999999,0.15294117647058825,1.7193634930778952,,0.0,"{""gemini-3.5-flash"": 13, ""gpt-5.5"": 13, ""qwen3-14b-awq-local"": 90, ""qwen3-32b-awq-local"": 18, ""qwen3-4b-local"": 25, ""qwen3-8b-local"": 11}",random,64,64,0.18823529411764706,0.7021886706352234
relative_kmeans_k16_torch_mlp_active_low_confidence_active_labels_b128,test,relative_kmeans,torch_mlp,16,active_query_state_learning_active_low_confidence,170,0.5235294117647059,0.4678963339912026,0.7316353287183842,0.2637389947271816,0.639521241833446,0.19486599999999998,0.1588235294117647,1.7781798755421359,,0.0,"{""gemini-3.5-flash"": 6, ""gpt-5.5"": 21, ""qwen3-14b-awq-local"": 66, ""qwen3-32b-awq-local"": 41, ""qwen3-4b-local"": 14, ""qwen3-8b-local"": 22}",active_low_confidence,128,128,0.2235294117647059,0.7843031883239746
relative_kmeans_k16_torch_mlp_random_active_labels_b128,test,relative_kmeans,torch_mlp,16,active_query_state_learning_random,170,0.47058823529411764,0.4296164174427173,0.7316353287183842,0.30201891127566693,0.5872002083268482,0.143512,0.2235294117647059,1.6472717930288876,,0.0,"{""gemini-3.5-flash"": 22, ""gpt-5.5"": 16, ""qwen3-14b-awq-local"": 103, ""qwen3-32b-awq-local"": 12, ""qwen3-4b-local"": 4, ""qwen3-8b-local"": 13}",random,128,128,0.21176470588235294,0.7950107455253601
relative_kmeans_k16_torch_mlp_active_low_confidence_active_labels_b256,test,relative_kmeans,torch_mlp,16,active_query_state_learning_active_low_confidence,170,0.5,0.45561253168888777,0.7316353287183842,0.27602279702949645,0.6227317268658835,0.155476,0.17058823529411765,1.829759498203502,,0.0,"{""gemini-3.5-flash"": 11, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 67, ""qwen3-32b-awq-local"": 31, ""qwen3-4b-local"": 9, ""qwen3-8b-local"": 34}",active_low_confidence,256,256,0.27647058823529413,0.8107612133026123
relative_kmeans_k16_torch_mlp_random_active_labels_b256,test,relative_kmeans,torch_mlp,16,active_query_state_learning_random,170,0.49411764705882355,0.4673614329637276,0.7316353287183842,0.2642738957546566,0.6387901385002979,0.09371900000000001,0.1588235294117647,1.8245970978456385,,0.0,"{""gemini-3.5-flash"": 15, ""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 48, ""qwen3-32b-awq-local"": 47, ""qwen3-4b-local"": 15, ""qwen3-8b-local"": 33}",random,256,256,0.21764705882352942,0.7544509172439575
