split,record_count,decisive_count,tie_count,model_a_win_count,model_b_win_count,model_a_win_rate,model_b_win_rate,tie_rate,mean_utility_margin_model_a_minus_b,strong_model,weak_model,model_a,model_b,split_aligned_with_routecode,official_routellm_result,routecode_metric_compatible,implementation_note
train,1738,627,1111,393,234,0.22612197928653624,0.13463751438434982,0.6392405063291139,0.09148446490218642,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,True,False,False,Pairwise data substrate for later official RouteLLM evaluation; not an official RouteLLM MF/BERT result.
test,580,206,374,120,86,0.20689655172413793,0.1482758620689655,0.6448275862068965,0.05862068965517241,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,True,False,False,Pairwise data substrate for later official RouteLLM evaluation; not an official RouteLLM MF/BERT result.
overall,2318,833,1485,513,320,0.22131147540983606,0.13805004314063848,0.6406384814495254,0.08326143226919758,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,True,False,False,Pairwise data substrate for later official RouteLLM evaluation; not an official RouteLLM MF/BERT result.
