mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,oracle_model_win_entropy,oracle_model_dominance_ratio
0.6137931034482759,0.2827586206896552,0.6137931034482759,0.0,cheapest,,0.5758620689655173,0.6535344827586206,-0.23308270676691697,-0.23308270676691697,0.0,0.0,,1.2264902533024271,0.7706896551724138
0.6672413793103448,0.2293103448275862,0.6672413793103448,0.16136301943110865,best_single,,0.6327586206896552,0.7034482758620689,0.0,0.0,0.0,0.0,,1.2264902533024271,0.7706896551724138
0.753448275862069,0.14310344827586208,0.753448275862069,0.04116554064645553,dataset_label_lookup,6,0.7180603448275862,0.7862068965517242,0.3759398496240603,0.3759398496240603,1.5570342811957858,2.584962500721156,2.0917691882229463,1.2264902533024271,0.7706896551724138
0.896551724137931,0.0,0.896551724137931,0.1348941055476987,query_oracle,6,0.8741379310344828,0.9233189655172414,1.0,1.0,1.2264902533024271,2.584962500721156,1.2264902533024271,1.2264902533024271,0.7706896551724138
