mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,threshold,strong_model,weak_model,selection_accuracy,routing_accuracy_decisive,decisive_count,tie_count,strong_selection_rate,weak_selection_rate,mean_strong_win_rate,train_loss,validation_accuracy,official_training_code_used,official_upstream_checkpoint,split_aligned_with_routecode,routecode_metric_compatible,baseline_family,implementation_note
0.6672413793103448,0.2293103448275862,0.6672413793103448,0.16136301943110865,routellm_mf_split_aligned_t0.25,2,0.6258620689655172,0.704353448275862,0.0,0.0,0.0,1.0,0.0,0.25,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.6672413793103448,0.5825242718446602,206,374,1.0,0.0,0.6062037496731199,,0.7475728155339806,True,False,True,True,official_code_local_embedding,LLMRouterBench RouteLLM MF training code with local RouteCode embeddings; not the upstream published RouteLLM checkpoint.
0.7258620689655172,0.1706896551724138,0.7258620689655172,0.11637657831424737,routellm_mf_split_aligned_t0.5,2,0.6896551724137931,0.7586206896551724,0.8499999999999998,0.25563909774436083,0.7857442778261531,1.0,0.7857442778261531,0.5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.7258620689655172,0.7475728155339806,206,374,0.7655172413793103,0.23448275862068965,0.6062037496731199,,0.7475728155339806,True,False,True,True,official_code_local_embedding,LLMRouterBench RouteLLM MF training code with local RouteCode embeddings; not the upstream published RouteLLM checkpoint.
0.6120689655172413,0.28448275862068967,0.6120689655172413,0.006974949106789592,routellm_mf_split_aligned_t0.75,2,0.5715086206896551,0.6448275862068965,-0.7999999999999997,-0.24060150375939843,0.1731955618941266,1.0,0.1731955618941266,0.75,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,0.6120689655172413,0.42718446601941745,206,374,0.02586206896551724,0.9741379310344828,0.6062037496731199,,0.7475728155339806,True,False,True,True,official_code_local_embedding,LLMRouterBench RouteLLM MF training code with local RouteCode embeddings; not the upstream published RouteLLM checkpoint.
