mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,transfer_scenario,source_family,source_model_count,target_model_count,source_models,target_models,source_target_overlap,d2_alpha,d2_beta,train_source_oracle_gap,train_target_oracle_gap,target_oracle_gap,target_dominance_ratio,target_winner_entropy,target_train_query_count,same_budget_as_direct_retraining
0.6367521367521367,0.23433048433048434,0.6367521367521367,0.0013410591873264865,target_direct_svm,,0.6207086894586895,0.6524394586894587,0.07913669064748104,0.016442451420029678,0.07912465312084138,0.0,,top_to_next_s4_t8,top,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414,MiniCPM4.1-8B;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B;Qwen2.5-Coder-7B-Instruct,0,,,0.13080118694362008,0.22931750741839763,0.2382478632478633,0.7617521367521367,1.27605912662847,8425,True
0.6392450142450142,0.23183760683760685,0.6392450142450142,0.003308677686838173,target_direct_knn,,0.6240473646723647,0.6567307692307692,0.12949640287769745,0.026905829596412457,0.14099761221370521,0.0,,top_to_next_s4_t8,top,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414,MiniCPM4.1-8B;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B;Qwen2.5-Coder-7B-Instruct,0,,,0.13080118694362008,0.22931750741839763,0.2382478632478633,0.7617521367521367,1.27605912662847,8425,True
0.6445868945868946,0.2264957264957265,0.6445868945868946,0.020131754534089927,target_direct_mlp,,0.6286769943019943,0.6606481481481481,0.23741007194244534,0.0493273542600895,1.2938244242484003,0.0,,top_to_next_s4_t8,top,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414,MiniCPM4.1-8B;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B;Qwen2.5-Coder-7B-Instruct,0,,,0.13080118694362008,0.22931750741839763,0.2382478632478633,0.7617521367521367,1.27605912662847,8425,True
0.6331908831908832,0.2378917378917379,0.6331908831908832,0.0016505687548148877,target_direct_gradient_boosting,,0.6191150284900284,0.6499465811965812,0.007194244604317273,0.0014947683109119583,0.24636344222740697,0.0,,top_to_next_s4_t8,top,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414,MiniCPM4.1-8B;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B;Qwen2.5-Coder-7B-Instruct,0,,,0.13080118694362008,0.22931750741839763,0.2382478632478633,0.7617521367521367,1.27605912662847,8425,True
0.6940883190883191,0.176994301994302,0.6940883190883191,0.05651765567594051,target_d2_native,16,0.6783653846153846,0.7133368945868945,1.2374100719424477,0.25710014947683124,1.9195173039002185,4.0,3.3268215854953,top_to_next_s4_t8,top,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414,MiniCPM4.1-8B;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B;Qwen2.5-Coder-7B-Instruct,0,1.0,0.0,0.13080118694362008,0.22931750741839763,0.2382478632478633,0.7617521367521367,1.27605912662847,8425,True
0.6876780626780626,0.1834045584045584,0.6876780626780626,0.03359092203862426,source_d2_label_transfer,16,0.6719907407407407,0.7037749287749288,1.107913669064748,0.2301943198804183,2.0987845513884213,4.0,3.386932099285131,top_to_next_s4_t8,top,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414,MiniCPM4.1-8B;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B;Qwen2.5-Coder-7B-Instruct,0,1.0,0.0,0.13080118694362008,0.22931750741839763,0.2382478632478633,0.7617521367521367,1.27605912662847,8425,True
0.6812678062678063,0.1962250712250712,0.6812678062678063,0.10293856943239867,target_best_single,,0.66681801994302,0.697667378917379,0.0,0.0,0.0,0.0,,complementary_to_remaining_top_s4_t8,complementary,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B,NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B,0,,,0.14362017804154292,0.19560830860534129,0.19622507122507127,0.8037749287749287,1.1504885125342883,8425,False
0.6926638176638177,0.18482905982905984,0.6926638176638177,0.06979349367130909,target_kNN,,0.6732460826210827,0.7128650284900284,1.0,0.05807622504537221,2.3012080322398045,0.0,,complementary_to_remaining_top_s4_t8,complementary,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B,NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B,0,,,0.14362017804154292,0.19560830860534129,0.19622507122507127,0.8037749287749287,1.1504885125342883,8425,False
0.6844729344729344,0.19301994301994302,0.6844729344729344,0.10067019632284044,target_direct_logistic,,0.6680377492877493,0.7035345441595442,0.28124999999999817,0.01633393829401083,0.2556548410687785,0.0,,complementary_to_remaining_top_s4_t8,complementary,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B,NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B,0,,,0.14362017804154292,0.19560830860534129,0.19622507122507127,0.8037749287749287,1.1504885125342883,8425,True
0.6812678062678063,0.1962250712250712,0.6812678062678063,0.10278212888431541,target_direct_svm,,0.6629184472934473,0.6993144586894586,0.0,0.0,0.049043177348287954,0.0,,complementary_to_remaining_top_s4_t8,complementary,4,8,Qwen3-8B;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B,NVIDIA-Nemotron-Nano-9B-v2;GLM-Z1-9B-0414;Intern-S1-mini;cogito-v1-preview-llama-8B;internlm3-8b-instruct;Fin-R1;gemma-2-9b-it;DeepSeek-R1-Distill-Qwen-7B,0,,,0.14362017804154292,0.19560830860534129,0.19622507122507127,0.8037749287749287,1.1504885125342883,8425,True
