mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,ablation,split_seed,lambda_cost,train_fraction,train_query_count
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,semantic_embedding_kmeans,32,0.6490879753488223,0.6823393897501776,1.0,0.971720332443194,2.3119630468159187,5.0,4.786714668299419,k_lambda,,0.35,,
0.6688336649087051,0.007255306920013357,0.7803983159503718,0.2582694424188408,flat_routecode_utility_oracle,32,0.6537189671169122,0.6851689940724901,1.0074364829624904,0.9789465141397133,2.347777796448107,5.0,4.853431479672498,k_lambda,,0.35,,
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,d2_embedding_centroid,32,0.6510523166500569,0.6817228337649218,0.9988619614330999,0.9706144772286326,2.3157717134481937,5.0,4.755756601748889,k_lambda,,0.35,,
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,semantic_embedding_kmeans,64,0.650917535325191,0.6818835355055646,1.0,0.971720332443194,2.3119630468159187,6.0,5.6644326472338715,k_lambda,,0.35,,
0.6692590197527474,0.006829952075971083,0.7779772593360809,0.25168006941068444,flat_routecode_utility_oracle,64,0.6532005187573467,0.6847009588994494,1.0087067011207937,0.9801808109507752,2.3250766599592216,6.0,5.795038259449287,k_lambda,,0.35,,
0.6678880626092102,0.00820090921950841,0.7805523334425435,0.26081503538054346,d2_embedding_centroid,64,0.6520917523273291,0.6805753090860397,1.0046126730819274,0.9762025606638163,2.3043462399331194,6.0,5.687843851791566,k_lambda,,0.35,,
0.6658124489746259,0.010276522854092699,0.7749748604329592,0.2527083164533031,semantic_embedding_kmeans,128,0.650879637424449,0.6827984169958037,0.9984143608604988,0.9701795346514229,2.293362410904771,7.0,6.456262682651804,k_lambda,,0.35,,
0.6708517476465728,0.0052372241821456705,0.7831529299382396,0.25997449427429375,flat_routecode_utility_oracle,128,0.6551756909384929,0.6848366199873664,1.0134629932385635,0.9848025967086514,2.3032008209081742,7.0,6.6415313655198345,k_lambda,,0.35,,
0.6660414120949635,0.010047559733755112,0.7779154120949634,0.25898557770215525,d2_embedding_centroid,128,0.6495691377056583,0.6821392243934472,0.9990981031925967,0.9708439409776747,2.306912983281102,7.0,6.552573081736946,k_lambda,,0.35,,
0.21316793976465326,0.3580253250385095,0.25232418976465326,0.04532288121860315,best_single,,0.1842335700634239,0.2382906574511464,0.0,0.0,0.0,0.0,,k_lambda,,0.7,,
0.464123283767835,0.1070699810353277,0.6527062004345017,0.21828242316210228,semantic_embedding_kmeans,4,0.43836691188758975,0.4907702695959994,0.7271393552639399,0.7009429960748972,1.938334741723672,2.0,1.938334741723672,k_lambda,,0.7,,
0.5381115931164996,0.03308167168666301,0.7348004368664998,0.22766493477556313,flat_routecode_utility_oracle,4,0.5169386578129302,0.5586846929336535,0.9415193748270013,0.9075996322799095,1.908856821846126,2.0,1.9088568218461257,k_lambda,,0.7,,
0.47723081150683927,0.09396245329632345,0.6338012698401727,0.1812283935612813,d2_embedding_centroid,4,0.454596091049706,0.49974206496341395,0.7651182208151072,0.7375536122026651,1.546362015002615,2.0,1.9163454957168042,k_lambda,,0.7,,
0.5338524122750606,0.037340852528102056,0.7161652247750607,0.21102485415653865,semantic_embedding_kmeans,8,0.5095257041326051,0.5560580923736481,0.9291784620510727,0.895703320640556,1.9700243328361724,3.0,2.930424622784659,k_lambda,,0.7,,
0.5546321039700705,0.01656116083309233,0.7366708227200703,0.21070759398800842,flat_routecode_utility_oracle,8,0.5347115158187432,0.5740183622128067,0.9893873078985685,0.9537430464414466,2.165140946427054,3.0,2.969291566465852,k_lambda,,0.7,,
0.5336387233570042,0.037554541446158544,0.7143409525236708,0.20916062361583754,d2_embedding_centroid,8,0.5139887525798706,0.5552818480236209,0.9285593016075293,0.8951064664430676,1.9634822739252416,3.0,2.9350778265223734,k_lambda,,0.7,,
0.5592337686785647,0.01195949612459809,0.7535532582618979,0.2249224362610058,semantic_embedding_kmeans,16,0.5372267311637221,0.5786714386063252,1.0027205625561497,0.9665959492577466,2.2087643660457337,4.0,3.7224842443123496,k_lambda,,0.7,,
