mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,oracle_model_win_entropy,oracle_model_dominance_ratio
0.23274606476465326,0.44334290706406526,0.25232418976465326,0.04532288121860315,cheapest,,0.20388730964675722,0.257810624117813,-0.286494662187811,-0.286494662187811,0.0,0.0,,2.3292543265432086,0.2791666666666667
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,2.3292543265432086,0.2791666666666667
0.653468837834028,0.022620133994690584,0.7638536972090278,0.25553825352455034,dataset_label_lookup,6,0.6362510134912777,0.6701334895271845,0.9343607821880923,0.9343607821880923,2.234183334286812,2.584962500721156,2.234183334286812,2.3292543265432086,0.2791666666666667
0.6760889718287186,0.0,0.7891331384953851,0.26169448495651704,query_oracle,6,0.6624285072246312,0.6908548702326,1.0,1.0,2.3292543265432086,2.584962500721156,2.3292543265432086,2.3292543265432086,0.2791666666666667
