probe_cost_multiplier,n_queries,best_policy_by_mean_net_utility,best_mean_net_utility,never_probe_mean_net_utility,never_probe_fraction_probed,never_probe_gap_closed,always_probe_mean_net_utility,always_probe_fraction_probed,always_probe_gap_closed,entropy_threshold_mean_net_utility,entropy_threshold_fraction_probed,entropy_threshold_gap_closed,margin_threshold_mean_net_utility,margin_threshold_fraction_probed,margin_threshold_gap_closed,voi_probe_mean_net_utility,voi_probe_fraction_probed,voi_probe_gap_closed,oracle_probe_mean_net_utility,oracle_probe_fraction_probed,oracle_probe_gap_closed,voi_minus_never_mean_net_utility,voi_minus_best_threshold_mean_net_utility
0.0,41,never_probe,0.853659,0.853659,0.0,0.0,0.853659,1.0,0.0,0.853659,0.414634,0.0,0.853659,0.097561,0.0,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.0
0.01,41,never_probe,0.853659,0.853659,0.0,0.0,0.851203,1.0,-0.033564,0.852565,0.414634,-0.01494,0.853456,0.097561,-0.00277,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.000203
0.05,41,never_probe,0.853659,0.853659,0.0,0.0,0.841379,1.0,-0.167821,0.848193,0.414634,-0.074699,0.852645,0.097561,-0.01385,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.001013
0.1,41,never_probe,0.853659,0.853659,0.0,0.0,0.829099,1.0,-0.335643,0.842727,0.414634,-0.149398,0.851632,0.097561,-0.0277,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.002027
0.25,41,never_probe,0.853659,0.853659,0.0,0.0,0.79226,1.0,-0.839107,0.82633,0.414634,-0.373494,0.848592,0.097561,-0.069249,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.005067
0.5,41,never_probe,0.853659,0.853659,0.0,0.0,0.730862,1.0,-1.678215,0.799001,0.414634,-0.746989,0.843524,0.097561,-0.138499,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.010134
1.0,41,never_probe,0.853659,0.853659,0.0,0.0,0.608066,1.0,-3.356429,0.744343,0.414634,-1.493978,0.83339,0.097561,-0.276998,0.853659,0.0,0.0,0.853659,0.0,0.0,0.0,0.020268
