probe_cost_multiplier,policy,status,n_queries,mean_utility,mean_utility_ci_low,mean_utility_ci_high,mean_net_utility,mean_net_utility_ci_low,mean_net_utility_ci_high,mean_quality,mean_model_cost,mean_probe_cost_proxy,fraction_probed,mean_oracle_regret,observability_gap_closed,observability_gap_closed_ci_low,observability_gap_closed_ci_high,mean_latency_sec,notes
0.05,margin_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8498665485121951,0.7273482542981707,0.9454825317873476,,,0.00379198807317069,0.0975609756097561,0.07696271978048776,-0.051823836999999734,-1.7262405245916648,1.2549279344270836,0.0,Routed through state belief and state-model utility.
0.05,voi_probe,executed,41,0.8536585365853658,0.7432926829268295,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.05,oracle_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.1,never_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.1,always_probe,executed,41,0.8536585365853658,0.7189024390243904,0.9512195121951219,0.7623940129243875,0.6403123909926212,0.8639229786968262,,,0.0912645236609783,1.0,0.16443525536829537,-1.2472818233667033,-2.9157306564341745,0.14028070885662508,0.0,Routed through state belief and state-model utility.
0.1,entropy_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8144515709926816,0.6922623028970102,0.9206378411732312,,,0.03920696559268415,0.4146341463414634,0.1123776973000012,-0.5358285297666838,-2.205748527074192,0.9153838293674927,0.0,Routed through state belief and state-model utility.
0.1,margin_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8460745604390245,0.7229891915231709,0.9397455513795734,,,0.00758397614634138,0.0975609756097561,0.08075470785365844,-0.10364767399999796,-1.785814382516663,1.1765225355208355,0.0,Routed through state belief and state-model utility.
0.1,voi_probe,executed,41,0.8536585365853658,0.7432926829268295,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.1,oracle_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.25,never_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.25,always_probe,executed,41,0.8536585365853658,0.7189024390243904,0.9512195121951219,0.6254972274329201,0.49717158750350315,0.7329781784493826,,,0.22816130915244576,1.0,0.30133204085976284,-3.118204558416755,-4.871988304118785,-1.6492982278584358,0.0,Routed through state belief and state-model utility.
0.25,entropy_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.7556411226036555,0.6128734381998435,0.8760095848978638,,,0.09801741398171039,0.4146341463414634,0.17118814568902746,-1.3395713244167073,-3.290729677935469,0.30546432693747255,0.0,Routed through state belief and state-model utility.
0.25,margin_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8346985962195125,0.7099120031981709,0.9225346101562506,,,0.01895994036585345,0.0975609756097561,0.09213067207317052,-0.25911918499999564,-1.9645359562916618,0.9413063388020909,0.0,Routed through state belief and state-model utility.
0.25,voi_probe,executed,41,0.8536585365853658,0.7432926829268295,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.25,oracle_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.5,never_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.5,always_probe,executed,41,0.8536585365853658,0.7189024390243904,0.9512195121951219,0.3973359182804744,0.24780897361492912,0.5159595100289482,,,0.4563226183048915,1.0,0.5294933500122085,-6.236409116833511,-8.279944027262628,-4.6152200296043695,0.0,Routed through state belief and state-model utility.
0.5,entropy_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.6576237086219451,0.4696066957384095,0.798311157085668,,,0.19603482796342078,0.4146341463414634,0.26920555967073784,-2.6791426488334147,-5.248708491575065,-0.7564141864958694,0.0,Routed through state belief and state-model utility.
0.5,margin_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.815738655853659,0.6915245296527437,0.9051243106097555,,,0.0379198807317069,0.0975609756097561,0.11109061243902396,-0.5182383699999928,-2.2158314280791673,0.7033655783333249,0.0,Routed through state belief and state-model utility.
0.5,voi_probe,executed,41,0.8536585365853658,0.7432926829268295,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
0.5,oracle_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
1.0,never_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
1.0,always_probe,executed,41,0.8536585365853658,0.7189024390243904,0.9512195121951219,-0.058986700024417124,-0.2600197776549063,0.10168371490118625,,,0.912645236609783,1.0,0.9858159683171,-12.472818233667022,-15.22027029461704,-10.276989229683778,0.0,Routed through state belief and state-model utility.
1.0,entropy_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.4615888806585243,0.17464421427498183,0.6573474002451218,,,0.39206965592684156,0.4146341463414634,0.4652403876341586,-5.358285297666829,-9.279862404908572,-2.6829188633166656,0.0,Routed through state belief and state-model utility.
1.0,margin_threshold,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.7778187751219521,0.6611170905798732,0.8814273868810995,,,0.0758397614634138,0.0975609756097561,0.14901049317073087,-1.036476739999987,-2.6313997620750635,0.3795076207083591,0.0,Routed through state belief and state-model utility.
1.0,voi_probe,executed,41,0.8536585365853658,0.7432926829268295,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
1.0,oracle_probe,executed,41,0.8536585365853658,0.7560975609756098,0.9512195121951219,0.8536585365853658,0.7317073170731707,0.9512195121951219,,,0.0,0.0,0.07317073170731707,0.0,-1.6666666666666652,1.333333333333332,0.0,Routed through state belief and state-model utility.
