method,baseline_family,split,n_queries,mean_quality,mean_utility,oracle_mean_utility,oracle_utility_ratio,utility_gap_to_oracle,frontier_call_rate,remote_cost_per_1k_queries,selected_actions_json,notes,selected_threshold,strong_model,weak_model,classifier_c,selected_k
routellm_pairwise_mf_adapter,routellm,test,172,0.7325581395348837,0.6075554790341292,0.8462551670711981,0.7179341440677002,0.23869968803706887,0.5813953488372093,2.5755697674418587,"{""gemini-3.5-flash-strong-solve"": 100, ""qwen3-32b-awq-local"": 72}",RouteLLM-style two-model adapter; strong=gemini-3.5-flash-strong-solve; weak=qwen3-32b-awq-local; threshold=0.50,0.49999999999999994,gemini-3.5-flash-strong-solve,qwen3-32b-awq-local,1.0,
llmrouter_knn_fallback_k63,llmrouter_graphrouter_fallback,test,172,0.7616279069767442,0.6060564556010236,0.8462551670711981,0.7161627830273966,0.24019871147017446,0.7674418604651163,3.2054127906976717,"{""gemini-3.5-flash"": 5, ""gemini-3.5-flash-strong-solve"": 127, ""qwen3-14b-awq-local"": 7, ""qwen3-32b-awq-local"": 33}",LLMRouter fallback kNN adapter over cached Broad100 text features; used because GraphRouter has no direct cached-Broad100 adapter.,,,,,63.0
avengerspro_cluster_adapter_k32,avengerspro,test,172,0.7209302325581395,0.589947733815831,0.8462551670711981,0.6971274820779876,0.2563074332553671,0.622093023255814,2.69877906976744,"{""deterministic_math_tool"": 2, ""gemini-3.5-flash"": 11, ""gemini-3.5-flash-strong-solve"": 96, ""qwen3-14b-awq-local"": 39, ""qwen3-32b-awq-local"": 17, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-8b-local"": 6}",Avengers-Pro-style cluster router over cached Broad100 text features and train utility rankings.,,,,,32.0
