heldout_model,heldout_model_type,method,budget,seed,acquisition,n_new_model_evals,group_count,n_test_queries,mean_quality,mean_utility,query_oracle_mean_utility,query_oracle_regret,new_model_selection_rate,frontier_call_rate,remote_cost_per_1k_queries,mean_normalized_cost,training_time_s,full_calibration_mean_utility,regret_to_full_calibration
deterministic_math_tool,verifiable_action,full_calibration_aware_route_state,-1,-1,all_train,516,17,172,0.7790697674418605,0.7395295261586284,0.8462551670711981,0.1067256409125696,0.0930232558139534,0.3837209302325581,0.8146918604651148,0.1129721179520913,0.0,0.7395295261586284,0.0
deterministic_math_tool,verifiable_action,full_route_state_calibration,-1,-1,all_train,516,8,172,0.7906976744186046,0.6723237120138991,0.8462551670711981,0.173931455057299,0.0813953488372093,0.5523255813953488,2.4389912790697643,0.3382113211563015,0.0,0.6723237120138991,0.0
deterministic_math_tool,verifiable_action,full_dataset_stratified_calibration,-1,-1,all_train,516,9,172,0.7732558139534884,0.66447422655362,0.8462551670711981,0.1817809405175781,0.0697674418604651,0.5813953488372093,2.2413488372093,0.3108045354281951,0.0,0.66447422655362,0.0
deterministic_math_tool,verifiable_action,full_direct_probe_regressor_retrain,-1,-1,direct_regressor,516,0,172,0.7267441860465116,0.6636797769356672,0.8462551670711981,0.1825753901355309,0.0930232558139534,0.4418604651162791,1.2993866279069752,0.180184026030984,0.0350701389979803,0.6636797769356672,0.0
deterministic_math_tool,verifiable_action,full_embedding_cluster_calibration,-1,-1,all_train,516,8,172,0.75,0.6034821117603808,0.8462551670711981,0.2427730553108172,0.0,0.7616279069767442,3.018872093023253,0.4186225378274831,0.0,0.6034821117603808,0.0
deterministic_math_tool,verifiable_action,calibration_aware_route_state,20,17,active_margin,20,17,172,0.7790697674418605,0.7395295261586284,0.8462551670711981,0.1067256409125696,0.0930232558139534,0.3837209302325581,0.8146918604651148,0.1129721179520913,0.0,0.7395295261586284,0.0
deterministic_math_tool,verifiable_action,calibration_aware_route_state,20,18,active_margin,20,17,172,0.7732558139534884,0.7337155726702563,0.8462551670711981,0.1125395944009417,0.0813953488372093,0.3837209302325581,0.8146918604651148,0.1129721179520913,0.0,0.7395295261586284,0.0058139534883721
deterministic_math_tool,verifiable_action,dataset_stratified_calibration,20,17,uniform_group,20,9,172,0.7616279069767442,0.6860435642655488,0.8462551670711981,0.1602116028056492,0.1860465116279069,0.4651162790697674,1.5573488372093005,0.2159552648891293,0.0,0.66447422655362,-0.0215693377119288
deterministic_math_tool,verifiable_action,dataset_stratified_calibration,20,19,uniform_group,20,9,172,0.7616279069767442,0.6860435642655488,0.8462551670711981,0.1602116028056492,0.1860465116279069,0.4651162790697674,1.5573488372093005,0.2159552648891293,0.0,0.66447422655362,-0.0215693377119288
deterministic_math_tool,verifiable_action,random_query_route_state_calibration,20,17,random_query,20,8,172,0.7906976744186046,0.6723237120138991,0.8462551670711981,0.173931455057299,0.0813953488372093,0.5523255813953488,2.4389912790697643,0.3382113211563015,0.0,0.6723237120138991,0.0
