heldout_model_type,method,budget,mean_utility,mean_quality,regret_to_full_calibration,n_new_model_evals,new_model_selection_rate,training_time_s
frontier,direct_probe_regressor_retrain,40,0.6575199435061383,0.7241602067183462,0.006159833429528799,40.0,0.21834625322997414,0.03427019566556232
frontier,dataset_stratified_calibration,40,0.6360386993885719,0.7344961240310077,0.028435527165047998,40.0,0.2661498708010336,0.0
frontier,active_route_state_calibration,40,0.6160988076127679,0.7351421188630491,0.05622490440113112,40.0,0.2939276485788114,0.0
frontier,embedding_cluster_calibration,40,0.5767866739060786,0.7164082687338501,0.026695437854302187,40.0,0.20219638242894056,0.0
frontier,calibration_aware_route_state,80,0.7294641711065428,0.7829457364341086,0.010065355052085674,80.0,0.10981912144702843,0.0
frontier,uniform_route_state_calibration,80,0.6788458105568971,0.7771317829457364,-0.006522098542998049,80.0,0.07751937984496124,0.0
frontier,active_route_state_calibration,80,0.6772002827155473,0.7803617571059431,-0.004876570701648264,80.0,0.15310077519379844,0.0
frontier,random_query_route_state_calibration,80,0.6763236185515971,0.7784237726098191,-0.003999906537698044,80.0,0.25064599483204136,0.0
frontier,direct_probe_regressor_retrain,80,0.6537120466995026,0.7293281653746769,0.009967730236164596,80.0,0.20930232558139536,0.03438510866706363
frontier,dataset_stratified_calibration,80,0.6498012053774589,0.7564599483204134,0.014673021176161058,80.0,0.23255813953488375,0.0
frontier,embedding_cluster_calibration,80,0.6002837226876505,0.727390180878553,0.003198389072730278,80.0,0.17054263565891473,0.0
frontier,calibration_aware_route_state,160,0.7346477873649968,0.7848837209302325,0.004881738793631629,160.0,0.15503875968992248,0.0
frontier,random_query_route_state_calibration,160,0.6810198434045631,0.772609819121447,-0.008696131390664077,160.0,0.16343669250645995,0.0
frontier,uniform_route_state_calibration,160,0.6783173055505809,0.7784237726098192,-0.005993593536681867,160.0,0.15891472868217055,0.0
frontier,active_route_state_calibration,160,0.6777287877218635,0.7790697674418605,-0.0054050757079644705,160.0,0.18410852713178294,0.0
frontier,direct_probe_regressor_retrain,160,0.665054757880307,0.7254521963824289,-0.001374980944639898,160.0,0.17312661498708012,0.03419085077863807
frontier,dataset_stratified_calibration,160,0.661842084005927,0.7616279069767442,0.0026321425476930247,160.0,0.21963824289405684,0.0
