group_method,deployability,split,group_id,model_id,n_queries,mean_utility,utility_variance,quality_variance,ci_width_utility_95,samples_needed_for_0p03
benchmark_label,diagnostic_label,val,livemathbench,qwen3-4b-local,20,0.1,0.09473684210526315,0.09473684210526315,0.2697929030317806,405.0
benchmark_label,diagnostic_label,val,livemathbench,qwen3-8b-local,20,0.05,0.049999999999999996,0.049999999999999996,0.19599999999999998,214.0
benchmark_label,diagnostic_label,val,math500,gemini-3.5-flash,20,0.5873799509500406,0.2552773862142027,0.25263157894736843,0.4428709985719275,1090.0
benchmark_label,diagnostic_label,val,math500,gpt-5.5,20,0.7689539717245205,0.006456177089448198,0.0,0.07043017805859104,28.0
benchmark_label,diagnostic_label,val,math500,qwen3-14b-awq-local,20,0.4,0.25263157894736843,0.25263157894736843,0.4405699657680288,1079.0
benchmark_label,diagnostic_label,val,math500,qwen3-32b-awq-local,20,0.45,0.2605263157894737,0.2605263157894737,0.4474009152285771,1113.0
benchmark_label,diagnostic_label,val,math500,qwen3-4b-local,20,0.3,0.22105263157894733,0.22105263157894733,0.4121154667016718,944.0
benchmark_label,diagnostic_label,val,math500,qwen3-8b-local,20,0.35,0.23947368421052637,0.23947368421052637,0.42894337744349387,1023.0
benchmark_label,diagnostic_label,val,mbpp,gemini-3.5-flash,20,0.12433037614643397,0.12831935237689432,0.13421052631578947,0.3139909629562855,548.0
benchmark_label,diagnostic_label,val,mbpp,gpt-5.5,20,0.5344199060278886,0.1764408336153739,0.13421052631578945,0.3681888391618683,754.0
benchmark_label,diagnostic_label,val,mbpp,qwen3-14b-awq-local,20,0.8,0.16842105263157894,0.16842105263157894,0.3597238707090408,719.0
benchmark_label,diagnostic_label,val,mbpp,qwen3-32b-awq-local,20,0.95,0.04999999999999999,0.04999999999999999,0.19599999999999998,214.0
benchmark_label,diagnostic_label,val,mbpp,qwen3-4b-local,19,0.3157894736842105,0.22807017543859645,0.22807017543859645,0.429480564100381,974.0
benchmark_label,diagnostic_label,val,mbpp,qwen3-8b-local,20,0.25,0.19736842105263164,0.19736842105263164,0.3894125129771229,843.0
benchmark_label,diagnostic_label,val,mmlupro,gemini-3.5-flash,20,0.10926057428118108,0.1234521648372862,0.13421052631578947,0.3079785175751447,527.0
benchmark_label,diagnostic_label,val,mmlupro,gpt-5.5,20,-0.0558654367091056,0.32382817575285155,0.2394736842105263,0.49880222933987667,1383.0
benchmark_label,diagnostic_label,val,mmlupro,qwen3-14b-awq-local,20,0.65,0.23947368421052637,0.23947368421052637,0.42894337744349387,1023.0
benchmark_label,diagnostic_label,val,mmlupro,qwen3-32b-awq-local,20,0.55,0.2605263157894737,0.2605263157894737,0.4474009152285771,1113.0
benchmark_label,diagnostic_label,val,mmlupro,qwen3-4b-local,20,0.25,0.19736842105263155,0.19736842105263155,0.38941251297712287,843.0
benchmark_label,diagnostic_label,val,mmlupro,qwen3-8b-local,20,0.25,0.19736842105263158,0.19736842105263158,0.38941251297712287,843.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p00,gemini-3.5-flash,10,-0.03525751228667621,7.747755115530281e-05,0.0,0.010911237519515579,1.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p00,gpt-5.5,10,0.5960559285631362,0.18397685434335145,0.09999999999999999,0.531701225744466,786.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p00,qwen3-14b-awq-local,10,1.0,0.0,0.0,0.0,0.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p00,qwen3-32b-awq-local,10,1.0,0.0,0.0,0.0,0.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p00,qwen3-4b-local,10,1.0,0.0,0.0,0.0,0.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p00,qwen3-8b-local,10,1.0,0.0,0.0,0.0,0.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p01,gemini-3.5-flash,14,0.05004588500002765,0.07282982515570545,0.07142857142857142,0.2827331181359946,311.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p01,gpt-5.5,14,-0.34747475864305694,0.23061256351965226,0.13186813186813187,0.5031106734299823,985.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p01,qwen3-14b-awq-local,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.27999999999999997,305.0
predicted_utility_state_extratrees_probe_only_k12,train_utility_clusters_predicted_from_observable_probe_features,test,p01,qwen3-32b-awq-local,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.27999999999999997,305.0
