policy,status,n_queries,mean_utility,mean_utility_ci_low,mean_utility_ci_high,mean_net_utility,mean_net_utility_ci_low,mean_net_utility_ci_high,mean_quality,mean_model_cost,mean_probe_cost_proxy,fraction_probed,mean_oracle_regret,observability_gap_closed,observability_gap_closed_ci_low,observability_gap_closed_ci_high,mean_latency_sec,notes
never_probe,executed,41,0.07317073170731707,0.0,0.17073170731707318,0.07317073170731707,0.0,0.17073170731707318,,,0.0,0.0,0.024390243902439025,0.0,-2.9999999999999987,3.9999999999999996,0.0,Routed through state belief and state-model utility.
always_probe,executed,41,0.07317073170731707,0.0,0.17073170731707318,-0.17242166192680572,-0.2584688806658143,-0.08682907821033982,,,0.24559239363412275,1.0,0.26998263753656176,-10.069288138999031,-13.597224107298382,-6.559992206623931,0.0,Routed through state belief and state-model utility.
entropy_threshold,executed,41,0.07317073170731707,0.0,0.17073170731707318,-0.036144731463415986,-0.13541786646403067,0.08180622304268188,,,0.10931546317073305,0.4146341463414634,0.1337057070731721,-4.481933990000054,-8.552132525025254,0.35405514474995725,0.0,Routed through state belief and state-model utility.
margin_threshold,executed,41,0.07317073170731707,0.0,0.17073170731707318,0.05290259426830078,-0.016679703779868906,0.14817529719451122,,,0.020268137439016287,0.0975609756097561,0.04465838134145531,-0.8309936349996675,-3.6838678549746238,3.0751871849749595,0.0,Routed through state belief and state-model utility.
voi_probe,executed,41,0.07317073170731707,0.0,0.17073170731707318,0.07317073170731707,0.0,0.14634146341463414,,,0.0,0.0,0.024390243902439025,0.0,-2.9999999999999987,2.9999999999999987,0.0,Routed through state belief and state-model utility.
oracle_probe,executed,41,0.07317073170731707,0.0,0.14634146341463414,0.07317073170731707,0.0,0.17073170731707318,,,0.0,0.0,0.024390243902439025,0.0,-2.9999999999999987,3.9999999999999996,0.0,Routed through state belief and state-model utility.
