method,view,min_leaf,n_states,split,n_queries,state_accuracy,adjusted_rand,mean_confidence,mean_utility,oracle_utility,oracle_utility_ratio,oracle_regret,frontier_call_rate,local_call_rate,state_entropy_bits,error_rate
student::histgb,probe_only,20,8,val,152,0.9868421052631579,0.9749708533692439,0.9908576371522108,0.5708305004516486,0.7838220990400472,0.7282653820946731,0.21299159858839853,0.11842105263157894,0.881578947368421,2.8536172192308165,0.013157894736842105
student::histgb,semantic_pca8_plus_probe,20,8,val,152,0.9868421052631579,0.9749708533692439,0.9893403124857555,0.5708305004516486,0.7838220990400472,0.7282653820946731,0.21299159858839853,0.11842105263157894,0.881578947368421,2.8536172192308165,0.013157894736842105
student::histgb,probe_only,5,8,val,152,0.9802631578947368,0.963866494850965,0.9876156912354258,0.5798090444677878,0.7838220990400472,0.7397202058705468,0.20401305457225938,0.3684210526315789,0.631578947368421,2.6754068099342465,0.019736842105263157
student::histgb,probe_only,10,8,val,152,0.9802631578947368,0.963866494850965,0.9876156912354258,0.5798090444677878,0.7838220990400472,0.7397202058705468,0.20401305457225938,0.3684210526315789,0.631578947368421,2.6754068099342465,0.019736842105263157
student::tree_classifier,probe_only,10,8,val,152,0.9671052631578947,0.9634876687157046,0.967857142857143,0.5598887630631859,0.7838220990400472,0.7143059168003631,0.22393333597686121,0.3815789473684211,0.618421052631579,2.6517685754407054,0.03289473684210526
student::tree_classifier,semantic_pca8_plus_probe,10,8,val,152,0.9671052631578947,0.9634876687157046,0.967857142857143,0.5598887630631859,0.7838220990400472,0.7143059168003631,0.22393333597686121,0.3815789473684211,0.618421052631579,2.6517685754407054,0.03289473684210526
student::tree_classifier,probe_only,30,8,val,152,0.9671052631578947,0.9435497358505416,0.9695548712206047,0.5510936583463855,0.7838220990400472,0.7030851248278328,0.2327284406936617,0.11842105263157894,0.881578947368421,2.83878688570926,0.03289473684210526
student::tree_classifier,semantic_pca8_plus_probe,30,8,val,152,0.9671052631578947,0.9435497358505416,0.9695548712206047,0.5510936583463855,0.7838220990400472,0.7030851248278328,0.2327284406936617,0.11842105263157894,0.881578947368421,2.83878688570926,0.03289473684210526
student::random_forest,semantic_pca8_plus_probe,5,8,val,152,0.9605263157894737,0.9097840338400172,0.7876531152950544,0.5728943504966607,0.7838220990400472,0.7308984413660813,0.21092774854338647,0.3881578947368421,0.6118421052631579,2.6444353503383695,0.039473684210526314
student::random_forest,semantic_pca8_plus_probe,10,8,val,152,0.9605263157894737,0.9097840338400172,0.7876531152950544,0.5728943504966607,0.7838220990400472,0.7308984413660813,0.21092774854338647,0.3881578947368421,0.6118421052631579,2.6444353503383695,0.039473684210526314
student::random_forest,probe_only,5,8,val,152,0.9473684210526315,0.8866204749611026,0.7990070666346895,0.5730720423505894,0.7838220990400472,0.7311251405802861,0.21075005668945784,0.375,0.625,2.64214160526217,0.05263157894736842
student::random_forest,probe_only,10,8,val,152,0.9473684210526315,0.8866204749611026,0.7990070666346893,0.5730720423505894,0.7838220990400472,0.7311251405802861,0.21075005668945784,0.375,0.625,2.64214160526217,0.05263157894736842
student::random_forest,semantic_pca8_plus_probe,20,8,val,152,0.9473684210526315,0.8745780719278072,0.7288036281638872,0.5644895931139621,0.7838220990400472,0.7201756544058872,0.21933250592608514,0.10526315789473684,0.8947368421052632,2.8435453806723676,0.05263157894736842
student::random_forest,probe_only,40,8,val,152,0.9407894736842105,0.8578159171952721,0.7145252128294843,0.5752857667410418,0.7838220990400472,0.7339494094968726,0.20853633229900534,0.25,0.75,2.911061967534891,0.05921052631578947
student::random_forest,probe_only,20,8,val,152,0.9407894736842105,0.8650700135166831,0.7346308887993743,0.5644895931139621,0.7838220990400472,0.7201756544058872,0.21933250592608514,0.10526315789473684,0.8947368421052632,2.8505654326744576,0.05921052631578947
student::random_forest,semantic_pca8_plus_probe,40,8,val,152,0.9342105263157895,0.8510795626252218,0.7066930250894408,0.5752857667410418,0.7838220990400472,0.7339494094968726,0.20853633229900534,0.25,0.75,2.931094356824528,0.06578947368421052
student::tree_classifier,probe_only,20,8,val,152,0.9342105263157895,0.9045912220119686,0.9262398785425102,0.5313568162411223,0.7838220990400472,0.6779048675609924,0.25246528279892483,0.11842105263157894,0.881578947368421,2.696902432291586,0.06578947368421052
student::tree_classifier,semantic_pca8_plus_probe,20,8,val,152,0.9342105263157895,0.9045912220119686,0.9262398785425102,0.5313568162411223,0.7838220990400472,0.6779048675609924,0.25246528279892483,0.11842105263157894,0.881578947368421,2.696902432291586,0.06578947368421052
student::random_forest,semantic_pca8_plus_probe,30,8,val,152,0.9144736842105263,0.8335128141769684,0.7289951235801707,0.5447527510086989,0.7838220990400472,0.6949953971390469,0.2390693480313483,0.10526315789473684,0.8947368421052632,2.888044308727822,0.08552631578947369
student::random_forest,probe_only,30,8,val,152,0.9013157894736842,0.818407642176241,0.7292468983551865,0.5382418150776306,0.7838220990400472,0.6866887470215747,0.2455802839624166,0.09868421052631579,0.9013157894736842,2.8801162573429373,0.09868421052631579
student::extra_trees,probe_only,5,8,val,152,0.8947368421052632,0.7666869579742844,0.7997532894736842,0.5789421381184328,0.7838220990400472,0.7386142070087939,0.20487996092161442,0.4144736842105263,0.5855263157894737,2.555842445296117,0.10526315789473684
student::extra_trees,probe_only,10,8,val,152,0.8947368421052632,0.7666869579742844,0.7997532894736842,0.5789421381184328,0.7838220990400472,0.7386142070087939,0.20487996092161442,0.4144736842105263,0.5855263157894737,2.555842445296117,0.10526315789473684
student::extra_trees,semantic_pca8_plus_probe,5,8,val,152,0.8881578947368421,0.7580706736079859,0.7915131578947369,0.5789421381184328,0.7838220990400472,0.7386142070087939,0.20487996092161442,0.4144736842105263,0.5855263157894737,2.536075080041029,0.1118421052631579
student::extra_trees,semantic_pca8_plus_probe,10,8,val,152,0.8881578947368421,0.7580706736079859,0.7915131578947369,0.5789421381184328,0.7838220990400472,0.7386142070087939,0.20487996092161442,0.4144736842105263,0.5855263157894737,2.536075080041029,0.1118421052631579
student::extra_trees,semantic_pca8_plus_probe,40,8,val,152,0.8157894736842105,0.6453564810268445,0.673782894736842,0.5754845325614741,0.7838220990400472,0.7342029948712525,0.2083375664785731,0.23026315789473684,0.7697368421052632,2.9591072242582284,0.18421052631578946
student::extra_trees,semantic_pca8_plus_probe,20,8,val,152,0.8157894736842105,0.6337192412860388,0.7102467105263158,0.5644349923825662,0.7838220990400472,0.7201059948090696,0.21938710665748096,0.10526315789473684,0.8947368421052632,2.8177623059531465,0.18421052631578946
student::extra_trees,probe_only,20,8,val,152,0.8157894736842105,0.6332556233232295,0.7211595394736842,0.5579240564514979,0.7838220990400472,0.7117993446915973,0.22589804258854929,0.09868421052631579,0.9013157894736842,2.7552004854632557,0.18421052631578946
student::extra_trees,probe_only,40,8,val,152,0.8092105263157895,0.6430979736784393,0.6760361842105262,0.5948142639501893,0.7838220990400472,0.7588638604074354,0.1890078350898579,0.2631578947368421,0.7368421052631579,2.941311769281298,0.19078947368421054
student::extra_trees,probe_only,30,8,val,152,0.7894736842105263,0.6253345946816423,0.7115378289473684,0.5316082669778137,0.7838220990400472,0.6782256683358103,0.25221383206223347,0.09868421052631579,0.9013157894736842,2.797947092092664,0.21052631578947367
student::extra_trees,semantic_pca8_plus_probe,30,8,val,152,0.7697368421052632,0.596100654372312,0.7044654605263158,0.538119202908882,0.7838220990400472,0.6865323184532826,0.24570289613116517,0.10526315789473684,0.8947368421052632,2.808057616917605,0.23026315789473684
