method,split,n_queries,state_accuracy,balanced_state_accuracy,frontier_precision,frontier_recall,frontier_f1,mean_utility,oracle_utility,oracle_utility_ratio,oracle_regret,frontier_call_rate,local_call_rate,actual_probe_rate,mean_confidence,confidence_threshold
true_action_state_oracle,test,170,1.0,1.0,1.0,1.0,1.0,0.5596813583217429,0.7316353287183842,0.764973117553173,0.1719539703966413,0.11764705882352941,0.8823529411764706,0.0,1.0,
always_probe::semantic_pca8_plus_probe::histgb,test,170,0.9117647058823529,0.7116666666666667,0.6923076923076923,0.45,0.5454545454545454,0.5036958908210163,0.7316353287183842,0.6884521168535525,0.22793943789736784,0.07647058823529412,0.9235294117647059,1.0,0.9554244000296652,
always_probe::probe_only::histgb,test,170,0.9058823529411765,0.7083333333333334,0.6428571428571429,0.45,0.5294117647058824,0.4997275239378674,0.7316353287183842,0.6830281484810842,0.23190780478051673,0.08235294117647059,0.9176470588235294,1.0,0.9671840311944931,
always_probe::probe_only::extratrees,test,170,0.9,0.6833333333333333,0.6153846153846154,0.4,0.48484848484848486,0.4973724496183675,0.7316353287183842,0.6798092302207738,0.2342628791000166,0.07647058823529412,0.9235294117647059,1.0,0.8917352941176472,
always_probe::semantic_pca8_plus_probe::extratrees,test,170,0.9,0.6616666666666666,0.6363636363636364,0.35,0.45161290322580644,0.49454202775495093,0.7316353287183842,0.6759406063964231,0.23709330096343326,0.06470588235294118,0.9352941176470588,1.0,0.8903235294117648,
active_probe::rf::probe_only::extratrees::rate_0.2,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.489486431351303,0.7316353287183842,0.669030611477911,0.2421488973670812,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8869360739280866,0.73
active_probe::rf::probe_only::extratrees::rate_0.3,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.489486431351303,0.7316353287183842,0.669030611477911,0.2421488973670812,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8869360739280866,0.73
active_probe::rf::probe_only::extratrees::rate_0.5,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.489486431351303,0.7316353287183842,0.669030611477911,0.2421488973670812,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8869360739280866,0.73
active_probe::rf::probe_only::extratrees::rate_0.75,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.489486431351303,0.7316353287183842,0.669030611477911,0.2421488973670812,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8869360739280866,0.73
active_probe::rf::probe_only::extratrees::rate_1,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.489486431351303,0.7316353287183842,0.669030611477911,0.2421488973670812,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8869360739280866,0.73
active_probe::extratrees::probe_only::rf::rate_0.2,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.4875407896024785,0.7316353287183842,0.6663713061211936,0.24409453911590567,0.047058823529411764,0.9529411764705882,0.14705882352941177,0.8899699859853035,0.79
active_probe::extratrees::probe_only::rf::rate_0.3,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.4875407896024785,0.7316353287183842,0.6663713061211936,0.24409453911590567,0.047058823529411764,0.9529411764705882,0.14705882352941177,0.8899699859853035,0.79
active_probe::extratrees::probe_only::rf::rate_0.5,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.4875407896024785,0.7316353287183842,0.6663713061211936,0.24409453911590567,0.047058823529411764,0.9529411764705882,0.14705882352941177,0.8899699859853035,0.79
active_probe::extratrees::probe_only::rf::rate_0.75,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.4875407896024785,0.7316353287183842,0.6663713061211936,0.24409453911590567,0.047058823529411764,0.9529411764705882,0.14705882352941177,0.8899699859853035,0.79
active_probe::extratrees::probe_only::rf::rate_1,test,170,0.8941176470588236,0.615,0.625,0.25,0.35714285714285715,0.4875407896024785,0.7316353287183842,0.6663713061211936,0.24409453911590567,0.047058823529411764,0.9529411764705882,0.14705882352941177,0.8899699859853035,0.79
active_probe::extratrees::probe_only::rf::rate_0.1,test,170,0.8941176470588236,0.5716666666666667,0.75,0.15,0.25,0.48545433101068297,0.7316353287183842,0.6635195321432332,0.2461809977077012,0.023529411764705882,0.9764705882352941,0.041176470588235294,0.8937625980405766,0.73
active_probe::logreg::probe_only::extratrees::rate_0.5,test,170,0.888235294117647,0.6333333333333333,0.5454545454545454,0.3,0.3870967741935484,0.48775037635889457,0.7316353287183842,0.6666577695384034,0.24388495235948954,0.06470588235294118,0.9352941176470588,0.2823529411764706,0.9489507721879855,0.99
active_probe::logreg::probe_only::extratrees::rate_0.75,test,170,0.888235294117647,0.6333333333333333,0.5454545454545454,0.3,0.3870967741935484,0.48775037635889457,0.7316353287183842,0.6666577695384034,0.24388495235948954,0.06470588235294118,0.9352941176470588,0.2823529411764706,0.9489507721879855,0.99
active_probe::logreg::probe_only::extratrees::rate_1,test,170,0.888235294117647,0.6333333333333333,0.5454545454545454,0.3,0.3870967741935484,0.48775037635889457,0.7316353287183842,0.6666577695384034,0.24388495235948954,0.06470588235294118,0.9352941176470588,0.2823529411764706,0.9489507721879855,0.99
active_probe::rf::semantic_pca8_plus_probe::extratrees::rate_0.2,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.11764705882352941,0.8851713680457336,0.73
active_probe::rf::semantic_pca8_plus_probe::extratrees::rate_0.3,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.11764705882352941,0.8851713680457336,0.73
active_probe::rf::semantic_pca8_plus_probe::extratrees::rate_0.5,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.11764705882352941,0.8851713680457336,0.73
active_probe::rf::semantic_pca8_plus_probe::extratrees::rate_0.75,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.11764705882352941,0.8851713680457336,0.73
active_probe::rf::semantic_pca8_plus_probe::extratrees::rate_1,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.11764705882352941,0.8851713680457336,0.73
active_probe::extratrees::semantic_pca8_plus_probe::extratrees::rate_0.2,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.14705882352941177,0.893125,0.79
active_probe::extratrees::semantic_pca8_plus_probe::extratrees::rate_0.3,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.14705882352941177,0.893125,0.79
active_probe::extratrees::semantic_pca8_plus_probe::extratrees::rate_0.5,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.14705882352941177,0.893125,0.79
active_probe::extratrees::semantic_pca8_plus_probe::extratrees::rate_0.75,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.14705882352941177,0.893125,0.79
active_probe::extratrees::semantic_pca8_plus_probe::extratrees::rate_1,test,170,0.888235294117647,0.6116666666666667,0.5555555555555556,0.25,0.3448275862068966,0.4860076867130893,0.7316353287183842,0.6642758593470818,0.24562764200529486,0.052941176470588235,0.9470588235294117,0.14705882352941177,0.893125,0.79
active_probe::histgb::probe_only::extratrees::rate_0.1,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48523424926644165,0.7316353287183842,0.663218724164719,0.24640107945194253,0.041176470588235294,0.9588235294117647,0.12352941176470589,0.9656182031695089,0.96
active_probe::histgb::probe_only::extratrees::rate_0.2,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48523424926644165,0.7316353287183842,0.663218724164719,0.24640107945194253,0.041176470588235294,0.9588235294117647,0.12352941176470589,0.9656182031695089,0.96
active_probe::histgb::probe_only::extratrees::rate_0.3,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48523424926644165,0.7316353287183842,0.663218724164719,0.24640107945194253,0.041176470588235294,0.9588235294117647,0.12352941176470589,0.9656182031695089,0.96
active_probe::histgb::probe_only::extratrees::rate_0.5,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48523424926644165,0.7316353287183842,0.663218724164719,0.24640107945194253,0.041176470588235294,0.9588235294117647,0.12352941176470589,0.9656182031695089,0.96
active_probe::histgb::probe_only::extratrees::rate_0.75,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48523424926644165,0.7316353287183842,0.663218724164719,0.24640107945194253,0.041176470588235294,0.9588235294117647,0.12352941176470589,0.9656182031695089,0.96
active_probe::histgb::probe_only::extratrees::rate_1,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48523424926644165,0.7316353287183842,0.663218724164719,0.24640107945194253,0.041176470588235294,0.9588235294117647,0.12352941176470589,0.9656182031695089,0.96
active_probe::extratrees::semantic_pca8_plus_probe::histgb::rate_0.2,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48501870128106195,0.7316353287183842,0.662924112932977,0.2466166274373222,0.041176470588235294,0.9588235294117647,0.14705882352941177,0.9107498287160976,0.79
active_probe::extratrees::semantic_pca8_plus_probe::histgb::rate_0.3,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48501870128106195,0.7316353287183842,0.662924112932977,0.2466166274373222,0.041176470588235294,0.9588235294117647,0.14705882352941177,0.9107498287160976,0.79
active_probe::extratrees::semantic_pca8_plus_probe::histgb::rate_0.5,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48501870128106195,0.7316353287183842,0.662924112932977,0.2466166274373222,0.041176470588235294,0.9588235294117647,0.14705882352941177,0.9107498287160976,0.79
active_probe::extratrees::semantic_pca8_plus_probe::histgb::rate_0.75,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48501870128106195,0.7316353287183842,0.662924112932977,0.2466166274373222,0.041176470588235294,0.9588235294117647,0.14705882352941177,0.9107498287160976,0.79
active_probe::extratrees::semantic_pca8_plus_probe::histgb::rate_1,test,170,0.888235294117647,0.59,0.5714285714285714,0.2,0.2962962962962963,0.48501870128106195,0.7316353287183842,0.662924112932977,0.2466166274373222,0.041176470588235294,0.9588235294117647,0.14705882352941177,0.9107498287160976,0.79
always_probe::probe_only::rf,test,170,0.888235294117647,0.655,0.5384615384615384,0.35,0.42424242424242425,0.48499510771376386,0.7316353287183842,0.6628918652183411,0.24664022100462027,0.07647058823529412,0.9235294117647059,1.0,0.8628224457043423,
active_probe::extratrees::probe_only::extratrees::rate_0.1,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.483881258958442,0.7316353287183842,0.6613694554718449,0.2477540697599422,0.029411764705882353,0.9705882352941176,0.06470588235294118,0.9001250000000001,0.76
active_probe::rf::probe_only::rf::rate_0.1,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.4827578399882843,0.7316353287183842,0.6598339651448187,0.24887748873009982,0.029411764705882353,0.9705882352941176,0.07058823529411765,0.8822891679579756,0.71
active_probe::rf::probe_only::rf::rate_0.2,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.4827578399882843,0.7316353287183842,0.6598339651448187,0.24887748873009982,0.029411764705882353,0.9705882352941176,0.07058823529411765,0.8822891679579756,0.71
active_probe::rf::probe_only::rf::rate_0.3,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.4827578399882843,0.7316353287183842,0.6598339651448187,0.24887748873009982,0.029411764705882353,0.9705882352941176,0.07058823529411765,0.8822891679579756,0.71
active_probe::rf::probe_only::rf::rate_0.5,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.4827578399882843,0.7316353287183842,0.6598339651448187,0.24887748873009982,0.029411764705882353,0.9705882352941176,0.07058823529411765,0.8822891679579756,0.71
active_probe::rf::probe_only::rf::rate_0.75,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.4827578399882843,0.7316353287183842,0.6598339651448187,0.24887748873009982,0.029411764705882353,0.9705882352941176,0.07058823529411765,0.8822891679579756,0.71
active_probe::rf::probe_only::rf::rate_1,test,170,0.888235294117647,0.5683333333333334,0.6,0.15,0.24,0.4827578399882843,0.7316353287183842,0.6598339651448187,0.24887748873009982,0.029411764705882353,0.9705882352941176,0.07058823529411765,0.8822891679579756,0.71
active_probe::extratrees::probe_only::extratrees::rate_0.2,test,170,0.8823529411764706,0.6083333333333334,0.5,0.25,0.3333333333333333,0.4841362734095612,0.7316353287183842,0.6617180095138783,0.24749905530882296,0.058823529411764705,0.9411764705882353,0.14705882352941177,0.8947352941176469,0.79
active_probe::extratrees::probe_only::extratrees::rate_0.3,test,170,0.8823529411764706,0.6083333333333334,0.5,0.25,0.3333333333333333,0.4841362734095612,0.7316353287183842,0.6617180095138783,0.24749905530882296,0.058823529411764705,0.9411764705882353,0.14705882352941177,0.8947352941176469,0.79
active_probe::extratrees::probe_only::extratrees::rate_0.5,test,170,0.8823529411764706,0.6083333333333334,0.5,0.25,0.3333333333333333,0.4841362734095612,0.7316353287183842,0.6617180095138783,0.24749905530882296,0.058823529411764705,0.9411764705882353,0.14705882352941177,0.8947352941176469,0.79
active_probe::extratrees::probe_only::extratrees::rate_0.75,test,170,0.8823529411764706,0.6083333333333334,0.5,0.25,0.3333333333333333,0.4841362734095612,0.7316353287183842,0.6617180095138783,0.24749905530882296,0.058823529411764705,0.9411764705882353,0.14705882352941177,0.8947352941176469,0.79
active_probe::extratrees::probe_only::extratrees::rate_1,test,170,0.8823529411764706,0.6083333333333334,0.5,0.25,0.3333333333333333,0.4841362734095612,0.7316353287183842,0.6617180095138783,0.24749905530882296,0.058823529411764705,0.9411764705882353,0.14705882352941177,0.8947352941176469,0.79
active_probe::histgb::semantic_pca8_plus_probe::extratrees::rate_0.1,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.48175550462822797,0.7316353287183842,0.6584639720338898,0.2498798240901562,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9635740855224499,0.96
active_probe::histgb::semantic_pca8_plus_probe::extratrees::rate_0.2,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.48175550462822797,0.7316353287183842,0.6584639720338898,0.2498798240901562,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9635740855224499,0.96
active_probe::histgb::semantic_pca8_plus_probe::extratrees::rate_0.3,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.48175550462822797,0.7316353287183842,0.6584639720338898,0.2498798240901562,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9635740855224499,0.96
active_probe::histgb::semantic_pca8_plus_probe::extratrees::rate_0.5,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.48175550462822797,0.7316353287183842,0.6584639720338898,0.2498798240901562,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9635740855224499,0.96
active_probe::histgb::semantic_pca8_plus_probe::extratrees::rate_0.75,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.48175550462822797,0.7316353287183842,0.6584639720338898,0.2498798240901562,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9635740855224499,0.96
active_probe::histgb::semantic_pca8_plus_probe::extratrees::rate_1,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.48175550462822797,0.7316353287183842,0.6584639720338898,0.2498798240901562,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9635740855224499,0.96
active_probe::rf::probe_only::extratrees::rate_0.1,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.48118476793604326,0.7316353287183842,0.6576838884734302,0.25045056078234085,0.03529411764705882,0.9647058823529412,0.07058823529411765,0.8850588432325357,0.71
active_probe::extratrees::semantic_pca8_plus_probe::extratrees::rate_0.1,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4804025143202283,0.7316353287183842,0.6566147033410156,0.2512328143981558,0.03529411764705882,0.9647058823529412,0.058823529411764705,0.8976985294117646,0.75
active_probe::rf::semantic_pca8_plus_probe::rf::rate_0.2,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.47990978578653315,0.7316353287183842,0.6559412414203641,0.25172554293185095,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8800312322970014,0.73
active_probe::rf::semantic_pca8_plus_probe::rf::rate_0.3,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.47990978578653315,0.7316353287183842,0.6559412414203641,0.25172554293185095,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8800312322970014,0.73
active_probe::rf::semantic_pca8_plus_probe::rf::rate_0.5,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.47990978578653315,0.7316353287183842,0.6559412414203641,0.25172554293185095,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8800312322970014,0.73
active_probe::rf::semantic_pca8_plus_probe::rf::rate_0.75,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.47990978578653315,0.7316353287183842,0.6559412414203641,0.25172554293185095,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8800312322970014,0.73
active_probe::rf::semantic_pca8_plus_probe::rf::rate_1,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.47990978578653315,0.7316353287183842,0.6559412414203641,0.25172554293185095,0.047058823529411764,0.9529411764705882,0.11764705882352941,0.8800312322970014,0.73
active_probe::histgb::probe_only::rf::rate_0.1,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.4797641838361443,0.7316353287183842,0.6557422325088564,0.2518711448822399,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9618274788009631,0.96
active_probe::histgb::probe_only::rf::rate_0.2,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.4797641838361443,0.7316353287183842,0.6557422325088564,0.2518711448822399,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9618274788009631,0.96
active_probe::histgb::probe_only::rf::rate_0.3,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.4797641838361443,0.7316353287183842,0.6557422325088564,0.2518711448822399,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9618274788009631,0.96
active_probe::histgb::probe_only::rf::rate_0.5,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.4797641838361443,0.7316353287183842,0.6557422325088564,0.2518711448822399,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9618274788009631,0.96
active_probe::histgb::probe_only::rf::rate_0.75,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.4797641838361443,0.7316353287183842,0.6557422325088564,0.2518711448822399,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9618274788009631,0.96
active_probe::histgb::probe_only::rf::rate_1,test,170,0.8823529411764706,0.5866666666666667,0.5,0.2,0.2857142857142857,0.4797641838361443,0.7316353287183842,0.6557422325088564,0.2518711448822399,0.047058823529411764,0.9529411764705882,0.12352941176470589,0.9618274788009631,0.96
active_probe::histgb::probe_only::histgb::rate_0.2,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.14705882352941177,0.9883411996239282,0.97
active_probe::histgb::probe_only::histgb::rate_0.3,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.14705882352941177,0.9883411996239282,0.97
active_probe::histgb::probe_only::histgb::rate_0.5,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.14705882352941177,0.9883411996239282,0.97
active_probe::histgb::probe_only::histgb::rate_0.75,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.14705882352941177,0.9883411996239282,0.97
active_probe::histgb::probe_only::histgb::rate_1,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.14705882352941177,0.9883411996239282,0.97
active_probe::histgb::semantic_pca8_plus_probe::histgb::rate_0.1,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.12352941176470589,0.9816485641862397,0.96
active_probe::histgb::semantic_pca8_plus_probe::histgb::rate_0.2,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.12352941176470589,0.9816485641862397,0.96
active_probe::histgb::semantic_pca8_plus_probe::histgb::rate_0.3,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.12352941176470589,0.9816485641862397,0.96
active_probe::histgb::semantic_pca8_plus_probe::histgb::rate_0.5,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.12352941176470589,0.9816485641862397,0.96
active_probe::histgb::semantic_pca8_plus_probe::histgb::rate_0.75,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.12352941176470589,0.9816485641862397,0.96
active_probe::histgb::semantic_pca8_plus_probe::histgb::rate_1,test,170,0.8823529411764706,0.565,0.5,0.15,0.23076923076923078,0.4791306384594781,0.7316353287183842,0.654876301966962,0.2525046902589061,0.03529411764705882,0.9647058823529412,0.12352941176470589,0.9816485641862397,0.96
active_probe::rf::semantic_pca8_plus_probe::histgb::rate_0.1,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.4786055808105526,0.7316353287183842,0.6541586525748184,0.2530297479078315,0.023529411764705882,0.9764705882352941,0.07058823529411765,0.8936692681231004,0.71
active_probe::rf::semantic_pca8_plus_probe::histgb::rate_0.2,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.4786055808105526,0.7316353287183842,0.6541586525748184,0.2530297479078315,0.023529411764705882,0.9764705882352941,0.07058823529411765,0.8936692681231004,0.71
active_probe::rf::semantic_pca8_plus_probe::histgb::rate_0.3,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.4786055808105526,0.7316353287183842,0.6541586525748184,0.2530297479078315,0.023529411764705882,0.9764705882352941,0.07058823529411765,0.8936692681231004,0.71
active_probe::rf::semantic_pca8_plus_probe::histgb::rate_0.5,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.4786055808105526,0.7316353287183842,0.6541586525748184,0.2530297479078315,0.023529411764705882,0.9764705882352941,0.07058823529411765,0.8936692681231004,0.71
active_probe::rf::semantic_pca8_plus_probe::histgb::rate_0.75,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.4786055808105526,0.7316353287183842,0.6541586525748184,0.2530297479078315,0.023529411764705882,0.9764705882352941,0.07058823529411765,0.8936692681231004,0.71
active_probe::rf::semantic_pca8_plus_probe::histgb::rate_1,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.4786055808105526,0.7316353287183842,0.6541586525748184,0.2530297479078315,0.023529411764705882,0.9764705882352941,0.07058823529411765,0.8936692681231004,0.71
active_probe::extratrees::semantic_pca8_plus_probe::rf::rate_0.1,test,170,0.8823529411764706,0.5433333333333333,0.5,0.1,0.16666666666666666,0.47782332719473763,0.7316353287183842,0.6530894674424038,0.25381200152364647,0.023529411764705882,0.9764705882352941,0.041176470588235294,0.8933854799832606,0.73
active_probe::knn::semantic_pca8_plus_probe::histgb::rate_0.2,test,170,0.8823529411764706,0.5216666666666666,0.5,0.05,0.09090909090909091,0.47700849311513627,0.7316353287183842,0.6519757512950047,0.25462683560324795,0.011764705882352941,0.9882352941176471,0.19411764705882353,0.938653418838342,0.8
best_single,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0,1.0,
text_only::knn,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0,0.903858516264735,
text_only::rf,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0,0.8782707405028619,
text_only::extratrees,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0,0.8978897058823528,
always_probe::semantic_plus_probe::rf,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,1.0,0.876234295934709,
always_probe::semantic_plus_probe::extratrees,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,1.0,0.8925367647058826,
active_probe::knn::probe_only::rf::rate_0.1,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0058823529411764705,0.9053517748104676,0.53
active_probe::knn::probe_only::rf::rate_0.2,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0058823529411764705,0.9053517748104676,0.53
active_probe::knn::probe_only::extratrees::rate_0.1,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0058823529411764705,0.9059385949692368,0.53
active_probe::knn::probe_only::histgb::rate_0.1,test,170,0.8823529411764706,0.5,0.0,0.0,0.0,0.4764705882352941,0.7316353287183842,0.6512405422930222,0.25516474048309007,0.0,1.0,0.0058823529411764705,0.9066409609798882,0.53
