n_queries,top_state_changes,top_state_change_rate,top_state_action_changes,selected_model_changes,selected_model_change_rate,action_equivalent_top_state_changes,before_oracle_model_match_rate,after_oracle_model_match_rate,mean_before_utility,mean_after_utility,mean_utility_delta,mean_before_regret,mean_after_regret,mean_regret_delta,mean_belief_l1_shift,mean_belief_top_prob_shift
41,1,0.024390243902439025,1,2,0.04878048780487805,1,0.4634146341463415,0.5121951219512195,0.8536585365853658,0.8536585365853658,0.0,0.07317073170731707,0.07317073170731707,0.0,0.10245588697043763,-0.00309437919912281
