probe_cost_multiplier,n_queries,best_policy_by_mean_net_utility,best_mean_net_utility,never_probe_mean_net_utility,never_probe_fraction_probed,never_probe_gap_closed,always_probe_mean_net_utility,always_probe_fraction_probed,always_probe_gap_closed,entropy_threshold_mean_net_utility,entropy_threshold_fraction_probed,entropy_threshold_gap_closed,margin_threshold_mean_net_utility,margin_threshold_fraction_probed,margin_threshold_gap_closed,voi_probe_mean_net_utility,voi_probe_fraction_probed,voi_probe_gap_closed,oracle_probe_mean_net_utility,oracle_probe_fraction_probed,oracle_probe_gap_closed,voi_minus_never_mean_net_utility,voi_minus_best_threshold_mean_net_utility
0.0,580,always_probe,0.744828,0.743103,0.0,0.0,0.744828,1.0,0.011236,0.744828,0.212069,0.011236,0.744828,0.084483,0.011236,0.744828,0.508621,0.011236,0.744828,0.001724,0.011236,0.001724,0.0
0.5,580,oracle_probe,0.744828,0.743103,0.0,0.0,0.744778,1.0,0.01091,0.744817,0.212069,0.011167,0.744823,0.084483,0.011208,0.74481,0.346552,0.011123,0.744828,0.001724,0.011235,0.001707,-1.3e-05
1.0,580,oracle_probe,0.744827,0.743103,0.0,0.0,0.744728,1.0,0.010584,0.744806,0.212069,0.011098,0.744819,0.084483,0.011181,0.744796,0.313793,0.011031,0.744827,0.001724,0.011235,0.001693,-2.3e-05
2.0,580,oracle_probe,0.744827,0.743103,0.0,0.0,0.744628,1.0,0.009933,0.744785,0.212069,0.01096,0.744811,0.084483,0.011126,0.744772,0.277586,0.010874,0.744827,0.001724,0.011234,0.001669,-3.9e-05
5.0,580,oracle_probe,0.744827,0.743103,0.0,0.0,0.744328,1.0,0.007978,0.744722,0.212069,0.010545,0.744785,0.084483,0.010961,0.744716,0.224138,0.010506,0.744827,0.001724,0.01123,0.001612,-7e-05
10.0,580,oracle_probe,0.744826,0.743103,0.0,0.0,0.743828,1.0,0.004719,0.744616,0.212069,0.009854,0.744743,0.084483,0.010685,0.744622,0.205172,0.009899,0.744826,0.001724,0.011225,0.001519,-0.000121
50.0,580,oracle_probe,0.744819,0.743103,0.0,0.0,0.739828,1.0,-0.021348,0.743767,0.212069,0.004326,0.744405,0.084483,0.008483,0.744328,0.1,0.007978,0.744819,0.001724,0.01118,0.001224,-7.8e-05
100.0,580,oracle_probe,0.74481,0.743103,0.0,0.0,0.734828,1.0,-0.053933,0.742707,0.212069,-0.002584,0.743983,0.084483,0.00573,0.744172,0.065517,0.006966,0.74481,0.001724,0.011124,0.001069,0.00019
