check_id,status,base_url,model_id,models_endpoint_status,model_listed,completion_status,latency_sec,tokens_input,tokens_output,blocking_reasons,error_type,error_message,created_at
local_openai_server:Qwen3-8B,blocked,http://localhost:8000/v1,Qwen3-8B,error,False,error,2.0025477040035184,6,0,completion_failed,URLError,<urlopen error timed out>; <urlopen error timed out>,2026-06-17T02:54:30.628123+00:00
local_openai_server:Qwen2.5-Coder-7B-Instruct,blocked,http://localhost:8000/v1,Qwen2.5-Coder-7B-Instruct,error,False,error,2.0024141750036506,6,0,completion_failed,URLError,<urlopen error timed out>; <urlopen error timed out>,2026-06-17T02:54:30.628123+00:00
