replicate_seed,mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,new_model_id,examples_per_label,calibration_query_count,new_model_evaluations,labels_switching_to_new_model
0,0.6586206896551724,0.23793103448275862,0.6586206896551724,0.09101048220696772,uniform_route_state_calibration,16,0.6224137931034482,0.6957327586206896,0.0,-0.03759398496240584,1.4512244601627278,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,4,64,64,2
0,0.7413793103448276,0.15517241379310345,0.7413793103448276,0.08932945876956297,active_route_state_calibration,16,0.7119827586206896,0.7750431034482759,0.0,0.32330827067669204,1.1096647984769512,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,4,64,64,5
0,0.6655172413793103,0.23103448275862068,0.6655172413793103,0.15371302297134984,direct_retraining_budgeted_logistic_active_budget,,0.6301293103448276,0.7,0.0,-0.007518796992480974,0.9572867884608278,0.0,,Qwen2.5-Coder-7B-Instruct,4,64,64,
0,0.7396551724137931,0.15689655172413794,0.7396551724137931,0.09258598232359978,random_route_state_calibration,16,0.7111637931034482,0.7724137931034483,0.0,0.31578947368421056,1.0536894775553043,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,8,127,127,5
0,0.7448275862068966,0.15172413793103448,0.7448275862068966,0.09454340882128501,dataset_stratified_calibration,16,0.7188793103448275,0.7775862068965518,0.0,0.33834586466165445,1.0664375123302543,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,8,127,127,3
0,0.7413793103448276,0.15517241379310345,0.7413793103448276,0.09454340882128501,embedding_cluster_calibration,16,0.7137931034482758,0.7724137931034483,0.0,0.32330827067669204,1.0410860887028206,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,8,127,127,4
0,0.746551724137931,0.15,0.746551724137931,0.09392066508541738,uniform_route_state_calibration,16,0.7206034482758621,0.7793103448275862,0.0,0.34586466165413543,1.0762343087059272,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,8,127,127,4
0,0.7120689655172414,0.18448275862068966,0.7120689655172414,0.059319075258608,active_route_state_calibration,16,0.681853448275862,0.7500862068965517,0.0,0.1954887218045116,1.1385541142883349,4.0,3.122796266674295,Qwen2.5-Coder-7B-Instruct,8,127,127,5
0,0.6689655172413793,0.22758620689655173,0.6689655172413793,0.15193333979799967,direct_retraining_budgeted_logistic_active_budget,,0.6301293103448276,0.7017241379310345,0.0,0.007518796992481458,0.9708923818746275,0.0,,Qwen2.5-Coder-7B-Instruct,8,127,127,
0,0.7396551724137931,0.15689655172413794,0.7396551724137931,0.07069901842488745,routecode_no_new_model,16,0.711896551724138,0.7733189655172413,0.0,0.31578947368421056,1.4820454291142096,4.0,3.0414280637623454,DeepSeek-R1-Distill-Qwen-7B,0,0,0,
