method,split,state_method,predictor,k,policy_kind,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_total_usd,frontier_call_rate,mean_latency_s,confidence_threshold,active_probe_rate,selected_models_json
relative_kmeans_k16_diagnostic_true_state,test,relative_kmeans,oracle_state,16,diagnostic_true_state,170,0.7529411764705882,0.7294568665959476,0.7316353287183842,0.002178462122436664,0.9970224754916459,0.0822585,0.17647058823529413,1.755976474986357,,0.0,"{""gemini-3.5-flash"": 20, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 17, ""qwen3-4b-local"": 20, ""qwen3-8b-local"": 23}"
relative_kmeans_k16_transformer_active_state_reveal,test,relative_kmeans,transformer,16,diagnostic_active_state_reveal,170,0.5411764705882353,0.5051498374106812,0.7316353287183842,0.226485491307703,0.6904393727071098,0.1261905,0.12941176470588237,1.5767757121254415,0.8200000000000001,0.27058823529411763,"{""gemini-3.5-flash"": 8, ""gpt-5.5"": 14, ""qwen3-14b-awq-local"": 73, ""qwen3-32b-awq-local"": 43, ""qwen3-4b-local"": 13, ""qwen3-8b-local"": 19}"
relative_kmeans_k16_transformer_lowconf_fallback,test,relative_kmeans,transformer,16,low_confidence_fallback,170,0.4823529411764706,0.45089321309577196,0.7316353287183842,0.28074211562261225,0.61628135684154,0.11019400000000001,0.10588235294117647,1.503690461551442,0.8200000000000001,0.27058823529411763,"{""gemini-3.5-flash"": 6, ""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 50, ""qwen3-32b-awq-local"": 83, ""qwen3-4b-local"": 5, ""qwen3-8b-local"": 14}"
relative_kmeans_k16_transformer_plain,test,relative_kmeans,transformer,16,plain_predicted_state,170,0.4823529411764706,0.43527240777120413,0.7316353287183842,0.2963629209471801,0.5949308223451659,0.16490900000000003,0.17647058823529413,1.6716030541588278,0.8200000000000001,0.0,"{""gemini-3.5-flash"": 12, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 68, ""qwen3-32b-awq-local"": 41, ""qwen3-4b-local"": 10, ""qwen3-8b-local"": 21}"
relative_kmeans_k16_diagnostic_true_state,val,relative_kmeans,oracle_state,16,diagnostic_true_state,152,0.8289473684210527,0.7828105486478716,0.7838220990400472,0.0010115503921755975,0.99870946431159,0.1444925,0.17763157894736842,2.1095535112054726,,0.0,"{""gemini-3.5-flash"": 9, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 58, ""qwen3-32b-awq-local"": 21, ""qwen3-4b-local"": 26, ""qwen3-8b-local"": 20}"
relative_kmeans_k16_transformer_active_state_reveal,val,relative_kmeans,transformer,16,diagnostic_active_state_reveal,152,0.618421052631579,0.5836644940728966,0.7838220990400472,0.20015760496715063,0.7446389873259696,0.10885150000000002,0.1513157894736842,1.5116231770891893,0.8200000000000001,0.27631578947368424,"{""gemini-3.5-flash"": 9, ""gpt-5.5"": 14, ""qwen3-14b-awq-local"": 82, ""qwen3-32b-awq-local"": 16, ""qwen3-4b-local"": 16, ""qwen3-8b-local"": 15}"
relative_kmeans_k16_transformer_lowconf_fallback,val,relative_kmeans,transformer,16,low_confidence_fallback,152,0.5131578947368421,0.49213517628808967,0.7838220990400472,0.2916869227519575,0.6278659110157921,0.0658395,0.09210526315789473,1.232446130953337,0.8200000000000001,0.27631578947368424,"{""gemini-3.5-flash"": 6, ""gpt-5.5"": 8, ""qwen3-14b-awq-local"": 67, ""qwen3-32b-awq-local"": 52, ""qwen3-4b-local"": 7, ""qwen3-8b-local"": 12}"
relative_kmeans_k16_transformer_plain,val,relative_kmeans,transformer,16,plain_predicted_state,152,0.48026315789473684,0.4522497896634412,0.7838220990400472,0.331572309376606,0.5769801466650595,0.08773299999999999,0.1513157894736842,1.3832457583201558,0.8200000000000001,0.0,"{""gemini-3.5-flash"": 13, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 84, ""qwen3-32b-awq-local"": 19, ""qwen3-4b-local"": 11, ""qwen3-8b-local"": 15}"
