mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,pool_family,pool_name,model_count,models,d2_alpha,d2_beta,train_best_single_model,train_oracle_gap,train_dominance_ratio,train_winner_entropy,test_best_single_model,test_oracle_gap,test_dominance_ratio,test_winner_entropy
0.7068965517241379,0.22586206896551725,0.7068965517241379,0.0,best_single,,0.6663362068965517,0.7388362068965517,0.0,0.0,0.0,0.0,,dominated,dominated_12,12,GLM-Z1-9B-0414;OpenThinker3-7B;MiMo-7B-RL-0530;DeepSeek-R1-Distill-Qwen-7B;Llama-3.1-Nemotron-Nano-8B-v1;Intern-S1-mini;MiniCPM4.1-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Qwen3-8B;Llama-3.1-8B-UltraMedical;Llama-3.1-8B-Instruct,,,GLM-Z1-9B-0414,0.2088607594936709,0.7911392405063291,1.4269490061435335,GLM-Z1-9B-0414,0.2258620689655173,0.7741379310344828,1.5002303798338388
0.7155172413793104,0.21724137931034482,0.7155172413793104,0.04886797472125557,kNN,,0.6862068965517242,0.7500862068965517,1.0,0.03816793893129802,2.966742300117051,0.0,,dominated,dominated_12,12,GLM-Z1-9B-0414;OpenThinker3-7B;MiMo-7B-RL-0530;DeepSeek-R1-Distill-Qwen-7B;Llama-3.1-Nemotron-Nano-8B-v1;Intern-S1-mini;MiniCPM4.1-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Qwen3-8B;Llama-3.1-8B-UltraMedical;Llama-3.1-8B-Instruct,,,GLM-Z1-9B-0414,0.2088607594936709,0.7911392405063291,1.4269490061435335,GLM-Z1-9B-0414,0.2258620689655173,0.7741379310344828,1.5002303798338388
0.6948275862068966,0.23793103448275862,0.6948275862068966,0.04921853504301436,d2_embedding_centroid,12,0.6550862068965517,0.7250431034482758,-1.3999999999999846,-0.05343511450381664,2.0392170179330407,3.584962500721156,2.828361292024537,dominated,dominated_12,12,GLM-Z1-9B-0414;OpenThinker3-7B;MiMo-7B-RL-0530;DeepSeek-R1-Distill-Qwen-7B;Llama-3.1-Nemotron-Nano-8B-v1;Intern-S1-mini;MiniCPM4.1-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Qwen3-8B;Llama-3.1-8B-UltraMedical;Llama-3.1-8B-Instruct,3.0,0.0,GLM-Z1-9B-0414,0.2088607594936709,0.7911392405063291,1.4269490061435335,GLM-Z1-9B-0414,0.2258620689655173,0.7741379310344828,1.5002303798338388
0.7068965517241379,0.253448275862069,0.7068965517241379,0.0,best_single,,0.6680603448275861,0.7457327586206897,0.0,0.0,0.0,0.0,,top,top_16,16,GLM-Z1-9B-0414;Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Fin-R1;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B;Intern-S1-mini;internlm3-8b-instruct;Llama-3.1-Nemotron-Nano-8B-v1;DeepSeek-R1-Distill-Qwen-7B;gemma-2-9b-it;cogito-v1-preview-llama-8B;glm-4-9b-chat;Llama-3.1-8B-Instruct;granite-3.3-8b-instruct,,,GLM-Z1-9B-0414,0.2554660529344073,0.7445339470655926,1.5644320531171458,GLM-Z1-9B-0414,0.253448275862069,0.746551724137931,1.5535781966950277
0.7396551724137931,0.2206896551724138,0.7396551724137931,0.04639487655915857,kNN,,0.7137068965517241,0.7725862068965517,1.0,0.12925170068027214,3.0834509623055535,0.0,,top,top_16,16,GLM-Z1-9B-0414;Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Fin-R1;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B;Intern-S1-mini;internlm3-8b-instruct;Llama-3.1-Nemotron-Nano-8B-v1;DeepSeek-R1-Distill-Qwen-7B;gemma-2-9b-it;cogito-v1-preview-llama-8B;glm-4-9b-chat;Llama-3.1-8B-Instruct;granite-3.3-8b-instruct,,,GLM-Z1-9B-0414,0.2554660529344073,0.7445339470655926,1.5644320531171458,GLM-Z1-9B-0414,0.253448275862069,0.746551724137931,1.5535781966950277
0.753448275862069,0.20689655172413793,0.753448275862069,0.047098993253200445,d2_embedding_centroid,16,0.7188793103448275,0.7940086206896552,1.421052631578948,0.18367346938775525,2.2796871339155054,4.0,3.0020534004342103,top,top_16,16,GLM-Z1-9B-0414;Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Fin-R1;DeepSeek-R1-0528-Qwen3-8B;Qwen2.5-Coder-7B-Instruct;MiniCPM4.1-8B;Intern-S1-mini;internlm3-8b-instruct;Llama-3.1-Nemotron-Nano-8B-v1;DeepSeek-R1-Distill-Qwen-7B;gemma-2-9b-it;cogito-v1-preview-llama-8B;glm-4-9b-chat;Llama-3.1-8B-Instruct;granite-3.3-8b-instruct,3.0,0.0,GLM-Z1-9B-0414,0.2554660529344073,0.7445339470655926,1.5644320531171458,GLM-Z1-9B-0414,0.253448275862069,0.746551724137931,1.5535781966950277
0.7068965517241379,0.25689655172413794,0.7068965517241379,0.0,best_single,,0.6766810344827586,0.7396551724137931,0.0,0.0,0.0,0.0,,complementary,complementary_16,16,GLM-Z1-9B-0414;Qwen2.5-Coder-7B-Instruct;Qwen3-8B;cogito-v1-preview-llama-8B;internlm3-8b-instruct;MiniCPM4.1-8B;gemma-2-9b-it;NVIDIA-Nemotron-Nano-9B-v2;DeepSeek-R1-0528-Qwen3-8B;Llama-3.1-8B-Instruct;Llama-3.1-Nemotron-Nano-8B-v1;Fin-R1;Intern-S1-mini;granite-3.3-8b-instruct;glm-4-9b-chat;DeepHermes-3-Llama-3-8B-Preview,,,GLM-Z1-9B-0414,0.25604142692750287,0.7439585730724971,1.5040643598479135,GLM-Z1-9B-0414,0.25689655172413794,0.743103448275862,1.5027784663699757
0.7396551724137931,0.22413793103448276,0.7396551724137931,0.04132521863160433,kNN,,0.7008189655172413,0.7725,1.0,0.12751677852348997,3.0674162752963072,0.0,,complementary,complementary_16,16,GLM-Z1-9B-0414;Qwen2.5-Coder-7B-Instruct;Qwen3-8B;cogito-v1-preview-llama-8B;internlm3-8b-instruct;MiniCPM4.1-8B;gemma-2-9b-it;NVIDIA-Nemotron-Nano-9B-v2;DeepSeek-R1-0528-Qwen3-8B;Llama-3.1-8B-Instruct;Llama-3.1-Nemotron-Nano-8B-v1;Fin-R1;Intern-S1-mini;granite-3.3-8b-instruct;glm-4-9b-chat;DeepHermes-3-Llama-3-8B-Preview,,,GLM-Z1-9B-0414,0.25604142692750287,0.7439585730724971,1.5040643598479135,GLM-Z1-9B-0414,0.25689655172413794,0.743103448275862,1.5027784663699757
0.7448275862068966,0.2189655172413793,0.7448275862068966,0.0554138036494403,d2_embedding_centroid,16,0.6981896551724137,0.7724137931034483,1.1578947368421073,0.14765100671140968,2.1886966545186515,4.0,2.9700113068481575,complementary,complementary_16,16,GLM-Z1-9B-0414;Qwen2.5-Coder-7B-Instruct;Qwen3-8B;cogito-v1-preview-llama-8B;internlm3-8b-instruct;MiniCPM4.1-8B;gemma-2-9b-it;NVIDIA-Nemotron-Nano-9B-v2;DeepSeek-R1-0528-Qwen3-8B;Llama-3.1-8B-Instruct;Llama-3.1-Nemotron-Nano-8B-v1;Fin-R1;Intern-S1-mini;granite-3.3-8b-instruct;glm-4-9b-chat;DeepHermes-3-Llama-3-8B-Preview,3.0,0.0,GLM-Z1-9B-0414,0.25604142692750287,0.7439585730724971,1.5040643598479135,GLM-Z1-9B-0414,0.25689655172413794,0.743103448275862,1.5027784663699757
0.7068965517241379,0.2413793103448276,0.7068965517241379,0.0,best_single,,0.6663362068965517,0.7423706896551724,0.0,0.0,0.0,0.0,,dominated,dominated_16,16,GLM-Z1-9B-0414;OpenThinker3-7B;MiMo-7B-RL-0530;DeepSeek-R1-Distill-Qwen-7B;Llama-3.1-Nemotron-Nano-8B-v1;Intern-S1-mini;MiniCPM4.1-8B;DeepSeek-R1-0528-Qwen3-8B;NVIDIA-Nemotron-Nano-9B-v2;Qwen3-8B;Llama-3.1-8B-UltraMedical;Llama-3.1-8B-Instruct;cogito-v1-preview-llama-8B;DeepHermes-3-Llama-3-8B-Preview;granite-3.3-8b-instruct;gemma-2-9b-it,,,GLM-Z1-9B-0414,0.23302646720368236,0.7669735327963176,1.630711101761102,GLM-Z1-9B-0414,0.24137931034482762,0.7586206896551724,1.6392624747365936
